

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
-0.5683716535568237	Clara Barton of the American Red Cross purchased 1.5 million strawberry plants and sent them to Pasadena to help victims of the flood get back on their feet.	<--Clara Barton of the American Red Cross purchased 1.5 million strawberry plants and sent them to Pasadena to help victims of the flood get back on their feet.	wiki_643713_130	Q_3358_1
-0.6013712286949158	In addition to its more manicured attractions, Pasadena boasts a lot of good ol  Americana.	<--In addition to its more manicured attractions, Pasadena boasts a lot of good ol  Americana.	news_1334550_6	Q_3358_1
-0.6057027578353882	Opening in 2003, there are currently six Gold Line stations in Pasadena: Fillmore Station, Del Mar Station in Old Pasadena, Memorial Park Station in Old Pasadena, Lake Station in Downtown, Allen Station and Sierra Madre Villa Station.	<--Opening in 2003, there are currently six Gold Line stations in Pasadena: Fillmore Station, Del Mar Station in Old Pasadena, Memorial Park Station in Old Pasadena, Lake Station in Downtown, Allen Station and Sierra Madre Villa Station.	wiki_2039793_369	Q_3358_1
-0.6183476448059082	Pasadena is served by the Los Angeles Metro Gold Line light rail, which originates at the Atlantic Station in East Los Angeles.	<--Pasadena is served by the Los Angeles Metro Gold Line light rail, which originates at the Atlantic Station in East Los Angeles.	wiki_2039793_368	Q_3358_1
-0.6189210414886475	The Human Betterment Foundation (HBF) was an American eugenics organization established in Pasadena, California in 1928 by E.S. Gosney with the aim "to foster and aid constructive and educational forces for the protection and betterment of the human family in body, mind, character, and citizenship".	<--The Human Betterment Foundation (HBF) was an American eugenics organization established in Pasadena, California in 1928 by E.S. Gosney with the aim "to foster and aid constructive and educational forces for the protection and betterment of the human family in body, mind, character, and citizenship".	wiki_1024754_0	Q_3358_1
-0.6293722987174988	Pasadena Media is a non-profit organization governed by Pasadena Community Access Corporation (a municipal operating company) in Pasadena, California which oversees four television stations and a community media center in Pasadena, California and other parts of the San Gabriel Valley.	<--Pasadena Media is a non-profit organization governed by Pasadena Community Access Corporation (a municipal operating company) in Pasadena, California which oversees four television stations and a community media center in Pasadena, California and other parts of the San Gabriel Valley.	wiki_2537282_0	Q_3358_1
-0.6377880573272705	The American Academy of Dramatic Arts founded in 1884 in New York, opened its Pasadena campus in 1974.	<--The American Academy of Dramatic Arts founded in 1884 in New York, opened its Pasadena campus in 1974.	wiki_2575040_111	Q_3358_1
-0.6391456127166748	As the oldest incorporated community in the valley, the City of Pasadena serves as a cultural center for the San Gabriel Valley.	<--As the oldest incorporated community in the valley, the City of Pasadena serves as a cultural center for the San Gabriel Valley.	wiki_3098831_123	Q_3358_1
-0.6815011501312256	Students on the Pasadena campus and many faculty members who were pursuing advanced degrees were transferred to the Big Sandy campus, which was in the midst of a construction boom to accommodate the influx of new personnel and to support the regional accreditation efforts.	<--Students on the Pasadena campus and many faculty members who were pursuing advanced degrees were transferred to the Big Sandy campus, which was in the midst of a construction boom to accommodate the influx of new personnel and to support the regional accreditation efforts.	wiki_3832030_56	Q_3358_1
-0.6845782995223999	Pasadena has formalized [[sister city]] agreements with the following cities: The city of Pasadena, community police outreach has devoted "friendship gardens" to the city of Hadano, Kanagawa.	<--Pasadena has formalized [[sister city]] agreements with the following cities: The city of Pasadena, community police outreach has devoted "friendship gardens" to the city of Hadano, Kanagawa.	wiki_643713_177	Q_3358_1
-0.6960242390632629	Panda Express was launched as a fast food version of the Panda Inn restaurant in Pasadena in 1983.	<--Panda Express was launched as a fast food version of the Panda Inn restaurant in Pasadena in 1983.	wiki_3098831_140	Q_3358_1
-0.7313492298126221	Pasadena Weekly was launched in 1984 and it covers community news on Pasadena, such as city government, public safety, and events, along with opinion, arts, entertainment and dining listings, and a 8-days listing with events scheduled for the Pasadena community.	<--Pasadena Weekly was launched in 1984 and it covers community news on Pasadena, such as city government, public safety, and events, along with opinion, arts, entertainment and dining listings, and a 8-days listing with events scheduled for the Pasadena community.	wiki_2590569_13	Q_3358_1
-0.7595778703689575	Pasadena City College is accredited by the Accrediting Commission for Community and Junior Colleges of the Western Association of Schools and Colleges, an institutional accrediting body recognized by the Commission on Recognition of Postsecondary Accreditation and the U.S. Department of Education.	<--Pasadena City College is accredited by the Accrediting Commission for Community and Junior Colleges of the Western Association of Schools and Colleges, an institutional accrediting body recognized by the Commission on Recognition of Postsecondary Accreditation and the U.S. Department of Education.	wiki_3095082_7	Q_3358_1
-0.7913621664047241	Pasadena RFC's primary sponsor is SADA Systems.	<--Pasadena RFC's primary sponsor is SADA Systems.	wiki_2479774_11	Q_3358_1
-0.8324359655380249	As of 2009, all Pasadena High School students are able to wear any solid color shirts oxford shirt or polo shirt and denim, khaki, or navy trousers, skirts, and dresses.	<--As of 2009, all Pasadena High School students are able to wear any solid color shirts oxford shirt or polo shirt and denim, khaki, or navy trousers, skirts, and dresses.	wiki_5074675_8	Q_3358_1
-0.8430174589157104	Pasadena Media, is a non-profit organization governed by Pasadena Community Access Corporation (a municipal operating company) in Pasadena, California which oversees four television channels: The Arroyo Channel (Channel 32), KPAS (Channel 3), KLRN (Channel 95) and PCC TV (Channel 96) and a community media access center.	<--Pasadena Media, is a non-profit organization governed by Pasadena Community Access Corporation (a municipal operating company) in Pasadena, California which oversees four television channels: The Arroyo Channel (Channel 32), KPAS (Channel 3), KLRN (Channel 95) and PCC TV (Channel 96) and a community media access center.	wiki_2537282_6	Q_3358_1

To be continued...

History: ["When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."]
Dependency Turn: 
Dependency Entity: Trader Joe's
Prev Dialog Mentions: [['Pasadena', 'Trader Joe', 'California', 'Joe Coulombe']]
Max Score: 3.0300705528259275
Mention-Question Weights: [0.43356797099113464, 0.16086837649345398, 0.28596389293670654, 0.10199346393346786]
Mention-Answer Weights: [0.23622334003448486, 0.11681894212961197, 0.05824745073914528, 0.06644723564386368]
Turn-Question Weights: [0.1185130625963211]
Turn-Answer Weights: [0.20911714434623718]
Max Vars Mention Choice: None
Max Vars Turn Choice: None
Prev Dialog Mention Context: [[['Pasadena', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['Trader Joe', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['California', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['Joe Coulombe', "Joseph Hardin Coulombe (born June 3, 1930) is an American entrepreneur. He is a graduate of Stanford Business School and is a member of Alpha Kappa Lambda. He founded the grocery store chain Trader Joe's in 1967."]]]
Prev Dialog Turn Mention Types: [[{'location', 'town', 'municipality', 'place', 'area', 'township', 'region', 'city'}, {'organization', 'company'}, {'location', 'place', 'area', 'region', 'province'}, {'businessman', 'businessperson', 'administrator', 'executive', 'person'}]]
Max Answer Entities: ['Renaissance', 'Wrigley', 'Rose Parade', 'Pasadena Tournament of Roses Association', 'Italian', 'Wrigley', 'William Wrigley Jr.']


3.0300705528259275	None	7.21445369720459	The stately Italian Renaissance-style mansion of William Wrigley Jr. (the maker of Wrigley's chewing gum) was offered to the city of Pasadena after Mrs. Wrigley's death in 1958, under the condition that their home would be the Rose Parade's permanent headquarters.	<--The stately Italian Renaissance-style mansion of William Wrigley Jr. (the maker of Wrigley's chewing gum) was offered to the city of Pasadena after Mrs. Wrigley's death in 1958, under the condition that their home would be the Rose Parade's permanent headquarters.	wiki_4485122_28	Q_3358_1
Mention to question weight: [0.43356797099113464, 0.16086837649345398, 0.28596389293670654, 0.10199346393346786]
Mention to answer weight: [0.23622334003448486, 0.11681894212961197, 0.05824745073914528, 0.06644723564386368]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.20911714434623718]
Mention choice: None
Turn choice: None
Answer mentions: ['Renaissance', 'Wrigley', 'Rose Parade', 'Pasadena Tournament of Roses Association', 'Italian', 'Wrigley', 'William Wrigley Jr.']
Answer mention types: None
---
2.700185966491699	None	6.429014205932617	The maker of Wrigley's chewing gum, William Wrigley Jr.'s, substantial home was offered to the city of Pasadena after Mrs. Wrigley's death in 1958, under the condition that their home would be the Rose Parade's permanent headquarters.	<--The maker of Wrigley's chewing gum, William Wrigley Jr.'s, substantial home was offered to the city of Pasadena after Mrs. Wrigley's death in 1958, under the condition that their home would be the Rose Parade's permanent headquarters.	wiki_2039793_222	Q_3358_1
Mention to question weight: [0.4335680305957794, 0.16086836159229279, 0.28596389293670654, 0.10199346393346786]
Mention to answer weight: [0.24285505712032318, 0.13799549639225006, 0.021142182871699333, 0.055325549095869064]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.22563324868679047]
Mention choice: None
Turn choice: None
Answer mentions: ['Wrigley', 'Pasadena', 'William Wrigley Jr.', 'Rose Parade', 'Wrigley']
Answer mention types: None
---
2.588639287948608	None	6.163426876068115	Pasadena City College offers courses in the following languages: American Sign Language (ASL), Arabic (Standard), Armenian (Western), Chinese (Mandarin), French, German, Italian, Japanese, Latin, Portuguese (Brazilian), Russian, Spanish and English as a Second Language (ESL).	<--Pasadena City College offers courses in the following languages: American Sign Language (ASL), Arabic (Standard), Armenian (Western), Chinese (Mandarin), French, German, Italian, Japanese, Latin, Portuguese (Brazilian), Russian, Spanish and English as a Second Language (ESL).	wiki_3095082_52	Q_3358_1
Mention to question weight: [0.43356797099113464, 0.16086837649345398, 0.28596389293670654, 0.10199346393346786]
Mention to answer weight: [0.36438050866127014, -0.05887662246823311, 0.1587357223033905, 0.026543237268924713]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.058340344578027725]
Mention choice: None
Turn choice: None
Answer mentions: ['Latin', 'English', 'ASL', 'Japanese', 'Arabic', 'Russian', 'Pasadena City College', 'French', 'Mandarin', 'Armenian', 'Spanish', 'Brazilian', 'German', 'Portuguese', 'Italian', 'Chinese', 'American Sign Language']
Answer mention types: None
---
2.561612434387207	None	6.099077224731445	Courses are also offered at the Armory Center for the Arts in downtown Pasadena.	<--Courses are also offered at the Armory Center for the Arts in downtown Pasadena.	wiki_3095082_97	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.34177151322364807, -0.022568264976143837, 0.10858369618654251, 0.0023496674839407206]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.03334709256887436]
Mention choice: None
Turn choice: None
Answer mentions: ['Armory Center for the Arts', 'Pasadena City College']
Answer mention types: None
---
2.130451898574829	None	5.07250452041626	For more than ten years, twice annually Pasadena's cultural institutions have opened their doors for free during ArtNight Pasadena, offering the public a rich sampling of quality art, artifacts and music within the city.	<--For more than ten years, twice annually Pasadena's cultural institutions have opened their doors for free during ArtNight Pasadena, offering the public a rich sampling of quality art, artifacts and music within the city.	wiki_2039793_179	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.33029162883758545, -0.031477201730012894, 0.0693836361169815, -0.01850106753408909]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.010873005725443363]
Mention choice: None
Turn choice: None
Answer mentions: ['ArtNight Pasadena', 'Pasadena']
Answer mention types: None
---
2.057498960494995	None	4.898807048797607	Pasadena City College was the first community college in Southern California to offer an approved program for speech-language pathology assistants.	<--Pasadena City College was the first community college in Southern California to offer an approved program for speech-language pathology assistants.	wiki_3095082_60	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.3000410497188568, -0.05430226773023605, 0.20211857557296753, 0.009318721480667591]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.012553342618048191]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena City College', 'Southern California']
Answer mention types: None
---
2.0125279712677	None	4.791733264923096	Pasadena City College offers courses that can be taken at nearby high schools.	<--Pasadena City College offers courses that can be taken at nearby high schools.	wiki_3095082_96	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683317899704, 0.28596392273902893, 0.10199347883462906]
Mention to answer weight: [0.3550300598144531, -0.09135203808546066, 0.10589007288217545, -0.008059574291110039]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.029756395146250725]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena City College']
Answer mention types: None
---
1.9794975757598876	None	4.713089466094971	Pasadena High School offers several special unique programs.	<--Pasadena High School offers several special unique programs.	wiki_3390823_10	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683466911316, 0.2859639525413513, 0.10199350863695145]
Mention to answer weight: [0.4198906123638153, 0.029460938647389412, 0.18267571926116943, 0.015477354638278484]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.04594173654913902]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena High School']
Answer mention types: None
---
1.9541646194458007	None	4.652772903442383	When Busch died at his Pasadena estate, his wife generously offered the property to the City of Pasadena, an offer the city inexplicably refused.	<--When Busch died at his Pasadena estate, his wife generously offered the property to the City of Pasadena, an offer the city inexplicably refused.	wiki_2039793_225	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.335878849029541, -0.030778497457504272, 0.12083686143159866, 0.03125175088644028]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.012250181287527084]
Mention choice: None
Turn choice: None
Answer mentions: ['City of Pasadena', 'Busch', 'Pasadena']
Answer mention types: None
---
1.857947130203247	None	4.4236836433410645	Pasadena City College offers a course for anesthetic technicians.	<--Pasadena City College offers a course for anesthetic technicians.	wiki_3095082_58	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683317899704, 0.28596392273902893, 0.10199347883462906]
Mention to answer weight: [0.21703746914863586, -0.1364620476961136, 0.07319603115320206, -0.05940239876508713]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.09228290617465973]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena City College']
Answer mention types: None
---
1.7831488895416259	None	4.2455925941467285	When Busch died at his Pasadena estate, his wife generously offered the home to the City of Pasadena, an offer the city inexplicably refused.	<--When Busch died at his Pasadena estate, his wife generously offered the home to the City of Pasadena, an offer the city inexplicably refused.	wiki_2575040_103	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.33746659755706787, -0.047538574784994125, 0.11511647701263428, 0.006481921300292015]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.02315039373934269]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena', 'Busch', 'History of Pasadena, California']
Answer mention types: None
---
1.7666350936889648	None	4.206274032592773	Athletic programs available at Pasadena City College include basketball, cross country, swimming, tennis, track and field, volleyball, baseball, softball, football, and soccer.	<--Athletic programs available at Pasadena City College include basketball, cross country, swimming, tennis, track and field, volleyball, baseball, softball, football, and soccer.	wiki_3095082_79	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.3726153075695038, -0.000741817057132721, 0.14735521376132965, 0.0520181842148304]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.03890230506658554]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena City College']
Answer mention types: None
---
1.6805112934112547	None	4.001217365264893	Eating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink.	<--Eating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink.	N/A	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.23544837534427643, 0.45506301522254944, 0.13708238303661346, 0.12797753512859344]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.44991451501846313]
Mention choice: None
Turn choice: None
Answer mentions: ['Joe', 'Pasadena', "Trader Vic's", 'Beverly Hills']
Answer mention types: None
---
1.6587634992599487	None	3.949436902999878	The Pasadena Symphony, founded in 1928, offers several concerts a year at the Ambassador Auditorium and the Pasadena Pops plays at the Los Angeles County Arboretum and Botanic Garden.	<--The Pasadena Symphony, founded in 1928, offers several concerts a year at the Ambassador Auditorium and the Pasadena Pops plays at the Los Angeles County Arboretum and Botanic Garden.	wiki_2039793_168	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.4135742783546448, 0.09842782467603683, 0.20251694321632385, 0.02983017824590206]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.17409966886043549]
Mention choice: None
Turn choice: None
Answer mentions: ['Auditorium', 'Los Angeles County Arboretum and Botanic Garden', 'Botanic Garden', 'The Pasadena Symphony']
Answer mention types: None
---
1.6184537315368652	None	3.853461265563965	Expanding continued and more generating capacity was expanded and the city then offered power to commercial customers in 1908, and bought out Southern California Edison's Pasadena operations in 1920.	<--Expanding continued and more generating capacity was expanded and the city then offered power to commercial customers in 1908, and bought out Southern California Edison's Pasadena operations in 1920.	wiki_2039793_345	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.4174858629703522, 0.08800003677606583, 0.16535021364688873, 0.035689327865839005]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.2192947417497635]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena', 'Pasadena, California']
Answer mention types: None
---
1.472017936706543	None	3.5048046112060547	The story ultimately resulted in an official apology from former Pasadena Mayor Bill Bogaard and an offer from Tournament of Roses Association executive director Bill Flynn for Williams to ride in the 2015 Rose Parade, which she did.	<--The story ultimately resulted in an official apology from former Pasadena Mayor Bill Bogaard and an offer from Tournament of Roses Association executive director Bill Flynn for Williams to ride in the 2015 Rose Parade, which she did.	wiki_3280194_34	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.1645495444536209, -0.03188693895936012, -0.026460787281394005, 0.07484427094459534]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.04362008720636368]
Mention choice: None
Turn choice: None
Answer mentions: ['Roses Association', 'Pasadena', 'Bill Bogaard', 'Bill Flynn', 'Williams']
Answer mention types: None
---
1.2876309728622437	None	3.0657880306243896	The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States.	<--The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States.	wiki_2437117_0	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.33019599318504333, 0.15994811058044434, 0.28692445158958435, 0.07569704204797745]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.077830471098423]
Mention choice: None
Turn choice: None
Answer mentions: ['California', 'Armory Center for the Arts', 'Pasadena Art Museum', 'United States']
Answer mention types: None
---
1.2772794342041016	None	3.0411415100097656	For similar reasons, the Texas campus was shuttered in 1977, and all students who wished to were offered the opportunity to transfer to the original campus in Pasadena, California.	<--For similar reasons, the Texas campus was shuttered in 1977, and all students who wished to were offered the opportunity to transfer to the original campus in Pasadena, California.	wiki_3832030_36	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.2813207805156708, -0.03486555442214012, 0.17552992701530457, -0.042706198990345]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.10167059302330017]
Mention choice: None
Turn choice: None
Answer mentions: ['Texas', 'Pasadena', 'State of California']
Answer mention types: None
---
1.2231627416610718	None	2.912292242050171	The school offers the Le Cordon Bleu accreditation and has two campuses in Pasadena.	<--The school offers the Le Cordon Bleu accreditation and has two campuses in Pasadena.	wiki_2039793_269	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.3158065676689148, 0.0007369575905613601, 0.16302698850631714, 0.04714485630393028]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.011947172693908215]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena']
Answer mention types: None
---
1.0914246797561644	None	2.59863018989563	Pasadena has a diverse sports programs including baseball, basketball, cross country, track, football, soccer, volleyball, golf, tennis, aquatics (swimming, diving, finswimming, open water) and softball.	<--Pasadena has a diverse sports programs including baseball, basketball, cross country, track, football, soccer, volleyball, golf, tennis, aquatics (swimming, diving, finswimming, open water) and softball.	wiki_5074675_11	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.4907629191875458, 0.0028617889620363712, 0.21446524560451508, 0.0046092853881418705]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.043951090425252914]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena High School']
Answer mention types: None
---
1.0303795909881592	None	2.453284740447998	Next, State Senator Delos Arnold, a prominent Pasadenan, recommended Lukens and by May 1, 1900, Lukens was offered the honorary position of Collaborater at $300 a year.	<--Next, State Senator Delos Arnold, a prominent Pasadenan, recommended Lukens and by May 1, 1900, Lukens was offered the honorary position of Collaborater at $300 a year.	wiki_1066175_74	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.19322320818901062, 0.014067950658500195, 0.17636817693710327, 0.19314712285995483]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.0517859160900116]
Mention choice: None
Turn choice: None
Answer mentions: ['State', 'Pasadenan', 'Delos Arnold', 'Theodore Lukens', 'Collaborater', 'Theodore Lukens']
Answer mention types: None
---
1.0093000030517578	None	2.403095245361328	According to the City's 2012 Comprehensive Annual Financial Report, the top employers in the city are: Other companies based in Pasadena include Avery Dennison, Cogent Systems, Idealab, Inter-Con Security, Goldstar Events, Jacobs Engineering Group, Green Dot Corporation, Tetra Tech, Wesco Financial, OpenX, and Wetzel's Pretzels.	<--According to the City's 2012 Comprehensive Annual Financial Report, the top employers in the city are: Other companies based in Pasadena include Avery Dennison, Cogent Systems, Idealab, Inter-Con Security, Goldstar Events, Jacobs Engineering Group, Green Dot Corporation, Tetra Tech, Wesco Financial, OpenX, and Wetzel's Pretzels.	wiki_2039793_122	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683317899704, 0.2859639525413513, 0.10199352353811264]
Mention to answer weight: [0.47787055373191833, 0.14722976088523865, 0.17073464393615723, 0.12290676683187485]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.08744768798351288]
Mention choice: None
Turn choice: None
Answer mentions: ['Green Dot Corporation', 'Pretzel', 'Tetra Tech', 'Pasadena', 'Wesco Financial', 'Inter-Con Security', 'Jacobs Engineering Group', 'Idealab', 'Wetzel', 'Avery Dennison', 'Goldstar Events']
Answer mention types: None
---
0.9851646709442138	None	2.345630168914795	In Spring of 2016, the college district approved of a new satellite campus on the grounds of John Muir High School called Pasadena City College Northwest campus (known as PCC Northwest) which offers career training programs and offering high school students opportunity in applying for college courses.	<--In Spring of 2016, the college district approved of a new satellite campus on the grounds of John Muir High School called Pasadena City College Northwest campus (known as PCC Northwest) which offers career training programs and offering high school students opportunity in applying for college courses.	wiki_3095082_93	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.1608683168888092, 0.28596389293670654, 0.10199351608753204]
Mention to answer weight: [0.31107375025749207, 0.0646829754114151, 0.21001000702381134, 0.04568362981081009]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.030012598261237144]
Mention choice: None
Turn choice: None
Answer mentions: ['PCC Northwest', 'Pasadena City College', 'John Muir High School']
Answer mention types: None
---
0.9687539148330688	None	2.3065569400787354	In 2007 the Pasadena Community Access Corporation (PCAC) created Pasadena Media to provide local individuals and/or groups use of a telecommunications technology to communicate information and ideas.	<--In 2007 the Pasadena Community Access Corporation (PCAC) created Pasadena Media to provide local individuals and/or groups use of a telecommunications technology to communicate information and ideas.	wiki_2537282_2	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.43167537450790405, 0.12655670940876007, 0.21234822273254395, 0.14474590122699738]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.06556952744722366]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena Community Network', 'Pasadena Community Network']
Answer mention types: None
---
0.8377291202545166	None	1.9945931434631348	He was also known as the "padre of the boulevard" because of his daily custom of walking the streets of Pasadena, offering spiritual counsel and material gifts to those in need.	<--He was also known as the "padre of the boulevard" because of his daily custom of walking the streets of Pasadena, offering spiritual counsel and material gifts to those in need.	wiki_5241919_45	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.3446442782878876, 0.057972852140665054, 0.133933886885643, 0.20331938564777374]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.04900543764233589]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena']
Answer mention types: None
---
0.7158163833618164	None	1.704324722290039	In addition to its main campus in Pasadena, Pacific Oaks offers classes at instructional sites throughout the state of California.	<--In addition to its main campus in Pasadena, Pacific Oaks offers classes at instructional sites throughout the state of California.	wiki_3420651_26	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.3881750702857971, -0.047360699623823166, 0.3403228521347046, -0.056925155222415924]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.008020849898457527]
Mention choice: None
Turn choice: None
Answer mentions: ['Pacific Oaks College', 'California', 'Pasadena']
Answer mention types: None
---
0.6802065896987914	None	1.619539499282837	They don t usually factor Pasadena s food into their plans, which is a shame, because the second-oldest city in L.A. County has more to offer than historic hauteur.	<--They don t usually factor Pasadena s food into their plans, which is a shame, because the second-oldest city in L.A. County has more to offer than historic hauteur.	news_1334550_3	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.38690894842147827, 0.10615813732147217, 0.2057693749666214, 0.01823527179658413]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.09598851948976517]
Mention choice: None
Turn choice: None
Answer mentions: ['Old Pasadena', 'L.A. County']
Answer mention types: None
---
0.6653121900558472	None	1.5840766429901123	The result was a boom of private schooling available in the city, and a reduction of state funding for Pasadena public schools as enrollment was reduced.	<--The result was a boom of private schooling available in the city, and a reduction of state funding for Pasadena public schools as enrollment was reduced.	wiki_3637476_15	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.3391065001487732, -0.03007730282843113, 0.14319542050361633, 0.03260150924324989]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.024572990834712982]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena Unified School District']
Answer mention types: None
---
0.5839754319190978	None	1.3904176950454712	Pasadena also has a community theater, an annual rodeo, and the Pasadena Philharmonic.	<--Pasadena also has a community theater, an annual rodeo, and the Pasadena Philharmonic.	wiki_643713_116	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
